Physicians Regional - Pine Ridge,201,Naples,FL
Physicians Regional Medical Center - Collier Boulevard,0,Naples,FL
Pinecrest Rehabilitation Hospital,90,Delray Beach,FL
Plantation General Hospital,660,Plantation,FL
Poinciana Medical Center,76,Kissimmee,FL
Port Saint Lucie Hospital,75,Port Saint Lucie,FL
Putnam Community Medical Center,99,Palatka,FL
Raulerson Hospital,100,Okeechobee,FL
Reception and Medical Center,0,Lake Butler,FL
Regional Medical Center Bayonet Point,290,Hudson,FL
Rehabilitation Hospital at Lee Memorial Hospital,0,Fort Myers,FL
River Point Behavioral Health,84,Jacksonville,FL
Rockledge Regional Medical Center,298,Rockledge,FL
Saint Anthony's Hospital,358,Saint Petersburg,FL
Saint Anthony's Rehabilitation Hospital,0,Lauderdale Lakes,FL
Saint Catherine's Rehabilitation Hospital,272,North Miami,FL
Saint Catherine's West Rehabilitation Hospital,0,Hialeah Gardens,FL
Saint John's Nursing Center,207,Lauderdale Lakes,FL
Saint Joseph's Children's Hospital of Tampa,0,Tampa,FL
Saint Joseph's Hospital,1062,Tampa,FL
Saint Joseph's Hospital - North,0,Lutz,FL
Saint Joseph's Hospital - South,0,Riverview,FL
Saint Joseph's Women's Hospital,0,Tampa,FL
Saint Lucie Medical Center,229,Port Saint Lucie,FL
Saint Mary's Medical Center,460,West Palm Beach,FL
Saint Petersburg General Hospital,168,Saint Petersburg,FL
Salah Foundation Children's Hospital at Broward Health,0,Fort Lauderdale,FL
SandyPines,0,Tequesta,FL
Santa Rosa Medical Center,106,Milton,FL
Sarasota Memorial Hospital,811,Sarasota,FL
Sea Pines Rehabilitation Hospital,90,Melbourne,FL
Sebastian River Medical Center,154,Sebastian,FL
Select Specialty Hospital - Daytona Beach,34,Daytona Beach,FL
Select Specialty Hospital - Gainesville,48,Gainesville,FL
Select Specialty Hospital - Miami,47,Miami,FL
Select Specialty Hospital - Palm Beach,60,Lake Worth,FL
Select Specialty Hospital - Panama City,30,Panama City,FL
Select Specialty Hospital - Pensacola,75,Pensacola,FL
Select Specialty Hospital - Tallahassee,48,Tallahassee,FL
Select Specialty Hospital Fort Myers,60,Fort Myers,FL
Select Specialty Hospital Miami Lakes,60,Miami Lakes,FL
Select Specialty Hospital Orlando North,99,Orlando,FL
Select Specialty Hospital Orlando South,0,Edgewood,FL
Select Specialty Hospital The Villages,40,Oxford,FL
South Bay Hospital,138,Sun City Center,FL
South Florida Baptist Hospital,136,Plant City,FL
South Florida State Hospital,49,Pembroke Pines,FL
South Lake Hospital,170,Clermont,FL
South Miami Hospital,436,South Miami,FL
South Seminole Hospital,0,Longwood,FL
Springbrook Hospital,66,Brooksville,FL
Studer Family Children's Hospital at Ascension Sacred Heart,0,Pensacola,FL
Suncoast Behavioral Health Center,60,Bradenton,FL
Sylvester Comprehensive Cancer Center,0,Miami,FL
Tallahassee Memorial Healthcare,475,Tallahassee,FL
Tampa Community Hospital,201,Tampa,FL
Tampa General Hospital,957,Tampa,FL
The Blackberry Center,64,St. Cloud ,FL
The Centers Marion County,15,Ocala,FL
The Vines Hospital,98,Ocala,FL
The Willough at Naples,87,Naples,FL
Twin Cities Hospital,65,Niceville,FL
Twin Rivers Treatment Center,172,Melbourne,FL
UCF Lake Nona Medical Center,0,Orlando,FL
UF Health Cancer Center at Orlando Health,0,Orlando,FL
UF Health Jacksonville,590,Jacksonville,FL
UF Health Leesburg,329,Leesburg,FL
UF Health Rehab Hospital,54,Gainesville,FL
UF Health Shands Children's Hospital,0,Gainesville,FL
UF Health Shands Florida,1044,Gainesville,FL
UF Health Shands Psychiatric Hospital,0,Gainesville,FL
UF Health Shands Rehab Hospital,0,Gainesville,FL
UF Health The Villages Hospital,307,The Villages,FL
UHealth Tower,553,Miami,FL
University Behavioral Center,112,Orlando,FL
University Hospital and Medical Center,305,Tamarac,FL
Venice Regional Bayfront Health,229,Venice,FL
Viera Hospital,84,Melbourne,FL
Wekiva Springs Center,120,Jacksonville,FL
Wellington Regional Medical Center,233,Wellington,FL
West Boca Medical Center,194,West Boca Raton,FL
West Florida Community Care Center,100,Milton,FL
West Florida Hospital,391,Pensacola,FL
West Gables Rehabilitation Hospital,60,Miami,FL
West Kendall Baptist Hospital,133,Miami,FL
West Marion Community Hospital,0,Ocala,FL
West Palm Beach VA Medical Center,0,West Palm Beach,FL
Westchester General Hospital,125,Miami,FL
Westside Regional Medical Center,250,Plantation,FL
Windmoor Healthcare of Clearwater,144,Clearwater,FL
Winnie Palmer Hospital for Women & Babies,0,Orlando,FL
Winter Haven Hospital,505,Winter Haven,FL
Winter Haven Women's Hospital,0,Winter Haven ,FL
Wolfson Children's Hospital,0,Jacksonville,FL
 Emory Hillandale Hospital,90,Lithonia,GA
AdventHealth Gordon,69,Calhoun,GA
AdventHealth Murray,29,Chatsworth,GA
Anchor Hospital,172,Atlanta,GA
Appling Hospital,165,Baxley,GA
Archbold Medical Center,328,Thomasville,GA
Atlanta VA Medical Center,0,Decatur,GA
Atrium Health Navicent Baldwin,113,Milledgeville,GA
Atrium Health Navicent Beverly Knight Olson Children's Hospital,0,Macon,GA
Atrium Health Navicent Peach,25,Byron,GA
Atrium Health Navicent Rehabilitation Hospital,58,Macon,GA
Atrium Health Navicent The Medical Center,640,Macon,GA
Augusta University Medical Center,464,Augusta,GA
Bacon County Hospital,113,Alma,GA
Bleckley Memorial Hospital,15,Cochran,GA
Brooks County Hospital,25,Quitman,GA
Burke Medical Center,40,Waynesboro,GA
Cancer Treatment Centers of America Atlanta,50,Newnan,GA
Candler County Hospital,25,Metter,GA
Candler Hospital,246,Savannah,GA
Cartersville Medical Center,119,Cartersville,GA
Charlie Norwood VA Medical Center,0,Augusta,GA
Chatuge Regional Hospital,147,Hiawassee,GA
CHI Memorial Hospital Georgia,36,Fort Oglethorpe,GA
Children's Healthcare of Atlanta at Scottish Rite,319,Atlanta,GA
Children's Healthcare of Atlanta Egleston Hospital,298,Atlanta,GA
Clinch Memorial Hospital,15,Homerville,GA
Coastal Behavioral Health,0,Savannah,GA
Coastal Harbor Treatment Center,197,Savannah,GA
Coffee Regional Medical Center,86,Douglas,GA
Coliseum Center for Behavioral Health,42,Macon,GA
Coliseum Medical Center,272,Macon,GA
Coliseum Northside Hospital,85,Macon,GA
Colquitt Regional Medical Center,94,Moultrie,GA
Columbus Specialty Hospital,50,Columbus,GA
Crisp Regional Hospital,208,Cordele,GA
Doctors Hospital of Augusta,288,Augusta,GA
Dodge County Hospital,50,Eastman,GA
Donalsonville Hospital,140,Donalsonville,GA
Dorminy Medical Center,60,Fitzgerald,GA
Dublin VA Medical Center,0,Dublin,GA
East Central Regional Hospital - Augusta Campus,110,Augusta,GA
East Central Regional Hospital - Gracewood Campus,0,Gracewood,GA
East Georgia Regional Medical Center,144,Statesboro,GA
Eastside Medical Center,287,Snellville,GA
Effingham Hospital,130,Springfield,GA
Eisenhower Army Medical Center,0,Fort Gordon,GA
Elbert Memorial Hospital,25,Elberton,GA
Emanuel Medical Center,90,Swainsboro,GA
Emory Decatur Hospital,422,Decatur,GA
Emory Johns Creek Hospital,118,Johns Creek,GA
Emory Long-Term Acute Care,38,Decatur,GA
Emory Rehabilitation Hospital,56,Atlanta,GA
Emory Saint Joseph's Hospital ,356,Atlanta,GA
Emory University Hospital,645,Atlanta,GA
Emory University Hospital at Wesley Woods ,71,Atlanta,GA
Emory University Hospital Midtown,529,Atlanta,GA
Emory University Orthopaedics & Spine Hospital,0,Tucker,GA
Encompass Health Rehabilitation Hospital of Newnan,50,Newnan,GA
Encompass Health Rehabilitation Hospital of Savannah,50,Savannah,GA
Evans Memorial Hospital,59,Claxton,GA
Fairview Park Hospital,148,Dublin,GA
Fannin Regional Hospital,50,Blue Ridge,GA
Flint River Community Hospital,46,Montezuma,GA
Floyd Medical Center,299,Rome,GA
Georgia Regional Hospital - Atlanta,114,Decatur,GA
Georgia Regional Hospital at Savannah,112,Savannah,GA
Grady General Hospital ,44,Cairo,GA
Grady Memorial Hospital,989,Atlanta,GA
Greenleaf Behavioral Health Hospital,113,Valdosta,GA
Habersham Medical Center,137,Demorest,GA
Hamilton Medical Center,272,Dalton,GA
Higgins General Hospital,15,Bremen,GA
Hillside Atlanta,0,Atlanta,GA
Houston Medical Center,237,Warner Robins,GA
Irwin County Hospital,64,Ocilla,GA
Jasper Memorial Hospital,67,Monticello,GA
Jeff Davis Hospital,35,Hazlehurst,GA
Jefferson Hospital,37,Louisville,GA
Jenkins County Medical Center,25,Millen,GA
Lakeview Behavioral Health,0,Norcross,GA
Landmark Hospital of Athens,42,Athens,GA
Landmark Hospital of Savannah,50,Savannah,GA
Laurel Heights Hospital,0,Atlanta,GA
Liberty Regional Medical Center,133,Hinesville,GA
LifeBrite Community Hospital of Early ,152,Blakely,GA
Lighthouse Care Center of Augusta,0,Augusta,GA
Martin Army Community Hospital,0,Fort Benning,GA
Meadows Regional Medical Center,52,Vidalia,GA
Memorial Health University Medical Center,547,Savannah,GA
Memorial Hospital and Manor,187,Bainbridge,GA
Memorial Satilla Health,138,Waycross,GA
Miller County Hospital,182,Colquitt,GA
Mitchell County Hospital,181,Camilla,GA
Monroe County Hospital,25,Forsyth,GA
Morgan Memorial Hospital,25,Madison,GA
Mountain Lakes Medical Center,25,Clayton,GA
Northeast Georgia Medical Center Barrow,56,Winder,GA
Northeast Georgia Medical Center Braselton,0,Braselton,GA
Northeast Georgia Medical Center Gainesville,872,Gainesville,GA
Northside Gwinnett Joan Glancy,0,Duluth,GA
Northside Hospital Atlanta,506,Atlanta,GA
Northside Hospital Cherokee,150,Canton,GA
Northside Hospital Duluth ,0,Duluth,GA
Northside Hospital Forsyth,298,Cumming,GA
Northside Hospital Gwinnett,556,Lawrenceville,GA
Optim Medical Center - Screven,25,Sylvania,GA
Optim Medical Center Tattnall,25,Reidsville,GA
Peachford Hospital,246,Atlanta,GA
Perry Hospital,39,Perry,GA
Phoebe Putney Memorial Hospital,448,Albany,GA
Phoebe Putney Memorial Hospital North Campus,124,Albany,GA
Phoebe Sumter Medical Center,54,Americus,GA
Phoebe Worth Medical Center,25,Sylvester,GA
Piedmont Athens Regional,359,Athens,GA
Piedmont Atlanta Hospital,512,Atlanta,GA
Piedmont Columbus Regional - Midtown Campus,334,Columbus,GA
Piedmont Columbus Regional - Northside,88,Columbus,GA
Piedmont Fayette Hospital,290,Fayetteville,GA
Piedmont Henry Hospital,351,Stockbridge,GA
Piedmont Mountainside Hospital,52,Jasper,GA
Piedmont Newnan Hospital,164,Newnan,GA
Piedmont Newton Hospital,94,Covington,GA
Piedmont Rockdale Hospital,141,Conyers,GA
Piedmont Walton,76,Monroe,GA
Polk Medical Center,25,Cedartown,GA
Putnam General Hospital,25,Eatonton,GA
Redmond Regional Medical Center,237,Rome,GA
Regency Macon,60,Macon,GA
Ridgeview Institute,188,Smyrna,GA
Ridgeview Institute Monroe,88,Monroe,GA
RiverWoods Behavioral Health System,155,Riverdale,GA
Roosevelt Warm Springs,52,Warm Springs,GA
Roosevelt Warm Springs Long Term Acute Care Hospital,32,Warm Springs,GA
Saint Francis Hospital,325,Columbus,GA
Saint Joseph's Hospital,243,Savannah,GA
Saint Mary's Good Samaritan Hospital,25,Greensboro,GA
Saint Mary's Sacred Heart Hospital ,56,Lavonia ,GA
Saint Simons By-The-Sea,101,Saint Simons Island,GA
Select Specialty Hospital - Augusta,80,Augusta,GA
Select Specialty Hospital Midtown Atlanta,112,Atlanta,GA
Select Specialty Hospital Savannah,40,Savannah,GA
Select Specialty Hospital South Atlanta,40,East Point,GA
SGMC Berrien Campus,63,Nashville,GA
SGMC Lanier Campus,87,Lakeland,GA
Shepherd Center,152,Atlanta,GA
South Georgia Medical Center,271,Valdosta,GA
Southeast Georgia Health System - Brunswick Campus,300,Brunswick,GA
Southeast Georgia Health System - Camden Campus,40,Saint Marys,GA
Southern Regional Medical Center,280,Riverdale,GA
Southwell Medical,115,Adel,GA
St. Mary's Hospital,185,Athens,GA
Stephens County Hospital,74,Toccoa,GA
SummitRidge Hospital,96,Lawrenceville,GA
Tanner Medical Center Carrollton,165,Carrollton,GA
Tanner Medical Center Villa Rica,145,Villa Rica,GA
Taylor Regional Hospital,157,Hawkinsville,GA
The Bradley Center of Saint Francis,64,Columbus,GA
Tift Regional Medical Center,181,Tifton,GA
Turning Point Care Center,69,Moultrie,GA
Union General Hospital,189,Blairsville,GA
University Hospital,595,Augusta,GA
University Hospital McDuffie,25,Thomson,GA
University Hospital Summerville,156,Augusta,GA
Upson Regional Medical Center,105,Thomaston,GA
Walton Rehabilitation Hospital ,60,Augusta,GA
Warm Springs Medical Center,104,Warm Springs,GA
Washington County Regional Medical Center,116,Sandersville,GA
Wayne Memorial Hospital,88,Jesup,GA
WellStar Atlanta Medical Center,532,Atlanta,GA
WellStar Atlanta Medical Center - South Campus,198,East Point,GA
WellStar Cobb Hospital,387,Austell,GA
WellStar Douglas Hospital,102,Douglasville,GA
WellStar Kennestone Hospital,662,Marietta,GA
WellStar North Fulton Regional Hospital,202,Roswell,GA
WellStar Paulding Hospital,294,Hiram,GA
WellStar Spalding Regional Hospital,160,Griffin,GA
WellStar Sylvan Grove Hospital,25,Jackson,GA
WellStar West Georgia Medical Center,426,LaGrange,GA
WellStar Windy Hill Hospital,55,Marietta,GA
West Central Georgia Regional Hospital,40,Columbus,GA
Willowbrooke at Tanner/Villa Rica,0,Villa Rica,GA
Wills Memorial Hospital,25,Washington,GA
Winn Army Community Hospital,0,Fort Stewart,GA
Adventist Health Castle,160,Kailua,HI
Hale Ho'ola Hamakua,77,Honoka'a,HI
Hilo Medical Center,192,Hilo,HI
Ka'u Hospital,8,Pahala,HI
Kahi Mohala Behavioral Health,88,Ewa Beach,HI
Kahuku Medical Center,21,Kahuku,HI
Kaiser Permanente Moanalua Medical Center & Clinic,295,Honolulu,HI
Kapi'olani Medical Center for Women & Children,253,Honolulu,HI
Kauai Veterans Memorial Hospital,45,Waimea,HI
Kohala Hospital,28,Kapaau,HI
Kona Community Hospital,94,Kealakekua,HI
Kuakini Medical Center,357,Honolulu,HI
Kula Hospital,123,Kula,HI
Lanai Community Hospital,14,Lanai City,HI
Leahi Hospital,164,Honolulu,HI
Maui Memorial Medical Center,219,Wailuku,HI
Molokai General Hospital,15,Kaunakakai,HI
Pali Momi Medical Center,118,Aiea,HI
Queen's North Hawaii Community Hospital,33,Kamuela,HI
Rehabilitation Hospital of the Pacific,82,Honolulu,HI
Samuel Mahelona Memorial Hospital,80,Kapaa,HI
Shriners Hospitals for Children - Honolulu,0,Honolulu,HI
Straub Medical Center,159,Honolulu,HI
The Queen's Medical Center,650,Honolulu,HI
The Queen's Medical Center West O'Ahu,0,Ewa Beach,HI
Tripler Army Medical Center,0,Honolulu,HI
Wahiawa General Hospital,150,Wahiawa,HI
Wilcox Memorial Hospital,72,Lihue,HI
Bear Lake Memorial Hospital,57,Montpelier,ID
Benewah Community Hospital,19,Saint Maries,ID
Bingham Memorial Hospital,85,Blackfoot,ID
Boise VA Medical Center,0,Boise,ID
Bonner General Hospital,25,Sandpoint,ID
Boundary Community Hospital,48,Bonners Ferry,ID
Caribou Memorial Hospital,55,Soda Springs,ID
Cascade Medical Center,8,Cascade,ID
Cassia Regional Hospital,25,Burley,ID
Clearwater Valley Hospital,23,Orofino,ID
Cottonwood Creek Behavioral Hospital,78,Meridian,ID
Eastern Idaho Regional Medical Center,246,Idaho Falls,ID
Franklin County Medical Center,55,Preston,ID
Gritman Medical Center,25,Moscow,ID
Grove Creek Medical Center,0,Blackfoot,ID
Gwen Neilsen Anderson Rehabilitation Center,0,Twin Falls ,ID
Idaho Falls Community Hospital,0,Idaho Falls,ID
Intermountain Hospital,150,Boise,ID
Kootenai Health,329,Coeur d'Alene,ID
Lost Rivers Medical Center,14,Arco,ID
Madison Memorial Hospital,67,Rexburg,ID
Minidoka Memorial Hospital,62,Rupert,ID
Mountain View Hospital,41,Idaho Falls,ID
Nell J. Redfield Memorial Hospital,44,Malad City,ID
North Canyon Medical Center,16,Gooding,ID
Northern Idaho Advanced Care Hospital,40,Post Falls,ID
Northwest Specialty Hospital,34,Post Falls,ID
Portneuf Medical Center,165,Pocatello,ID
Portneuf Medical Center Behavioral Health,98,Pocatello,ID
Power County Hospital District,26,American Falls,ID
Rehabilitation Hospital of the Northwest,30,Post Falls,ID
Safe Haven Hospital of Treasure Valley,16,Boise,ID
Saint Alphonsus Medical Center - Nampa,96,Nampa,ID
Saint Alphonsus Regional Medical Center,378,Boise,ID
Saint Alphonsus Regional Rehabilitation Hospital,0,Boise,ID
Saint Joseph Regional Medical Center,130,Lewiston,ID
Saint Mary's Hospital and Clinics,25,Cottonwood,ID
Shoshone Medical Center,21,Kellogg,ID
St. Luke's Boise Medical Center,578,Boise,ID
St. Luke's Children's Hospital,0,Boise ,ID
St. Luke's Elmore Medical Center,59,Mountain Home,ID
St. Luke's Jerome Medical Center,18,Jerome,ID
St. Luke's Magic Valley Medical Center,213,Twin Falls,ID
St. Luke's McCall Medical Center,15,McCall,ID
St. Luke's Meridian Medical Center,0,Meridian,ID
St. Luke's Nampa Medical Center,81,Nampa ,ID
St. Luke's Rehabilitation Hospital ,61,Boise,ID
St. Luke's Wood River Medical Center,25,Ketchum,ID
State Hospital South,135,Blackfoot,ID
Steele Memorial Medical Center,18,Salmon,ID
Syringa General Hospital,15,Grangeville,ID
Teton Valley Hospital,13,Driggs,ID
Treasure Valley Hospital,9,Boise,ID
Valor Health,13,Emmett,ID
Vibra Hospital of Boise,40,Boise,ID
Weiser Memorial Hospital,19,Weiser,ID
West Valley Medical Center,112,Caldwell,ID
 Carle Richland Memorial Hospital,81,Olney,IL
 Mercyhealth Hospital and Medical Center-Harvard,28,Harvard,IL
 Northwestern Medicine Kishwaukee Hospital,98,DeKalb,IL
375th Medical Group - Scott Air Force Base Medical Center,0,Scott Air Force Base,IL
Abraham Lincoln Memorial Hospital,25,Lincoln,IL
Advocate Christ Medical Center,782,Oak Lawn,IL
Advocate Condell Medical Center,273,Libertyville,IL
Advocate Good Samaritan Hospital,284,Downers Grove,IL
Advocate Good Shepherd Hospital,176,Barrington,IL
Advocate Illinois Masonic Medical Center,292,Chicago,IL
Advocate Lutheran General Hospital,643,Park Ridge,IL
Advocate Sherman Hospital,255,Elgin,IL
Advocate South Suburban Hospital,233,Hazel Crest,IL
Advocate Trinity Hospital,201,Chicago,IL
Alton Memorial Hospital,128,Alton,IL
Alton Mental Health Center,24,Alton,IL
AMITA Health Adventist Medical Center  Bolingbrook ,134,Bolingbrook,IL
AMITA Health Adventist Medical Center GlenOaks,138,Glendale Heights,IL
AMITA Health Adventist Medical Center Hinsdale ,261,Hinsdale,IL
AMITA Health Adventist Medical Center La Grange,177,La Grange,IL
AMITA Health Alexian Brothers Behavioral Health Hospital Hoffman Estates,141,Hoffman Estates,IL
AMITA Health Alexian Brothers Medical Center Elk Grove Village,354,Elk Grove Village,IL
AMITA Health Alexian Brothers Rehabilitation Hospital Elk Grove Village,0,Elk Grove Village,IL
AMITA Health Behavioral Medicine Institute Children's Center Chicago,0,Chicago,IL
AMITA Health Holy Family Medical Center Des Plaines,128,Des Plaines,IL
AMITA Health Mercy Medical Center Aurora,258,Aurora,IL
AMITA Health Resurrection Medical Center Chicago,274,Chicago,IL
AMITA Health Saint Francis Hospital Evanston,162,Evanston,IL
AMITA Health Saint Joseph Hospital Chicago,292,Chicago,IL
AMITA Health Saint Joseph Hospital Elgin,184,Elgin,IL
AMITA Health Saint Joseph Medical Center Joliet,466,Joliet,IL
AMITA Health Saints Mary and Elizabeth Medical Center Saint Elizabeth Campus,219,Chicago,IL
AMITA Health Saints Mary and Elizabeth Medical Center Saint Mary Campus,429,Chicago,IL
AMITA Health St. Alexius Medical Center Hoffman Estates ,318,Hoffman Estates,IL
AMITA Health St. Marys Hospital Kankakee,169,Kankakee,IL
AMITA Health Women and Children's Hospital Hoffman Estates,0,Hoffman Estates,IL
Anderson Hospital,154,Maryville,IL
Ann & Robert H. Lurie Children's Hospital of Chicago,336,Chicago,IL
Blessing Hospital,327,Quincy,IL
Cancer Treatment Centers of America Chicago,73,Zion,IL
Captain James A. Lovell Federal Health Care Center,0,North Chicago,IL
Carle BroMenn Medical Center,221,Normal,IL
Carle Eureka Hospital,25,Eureka,IL
Carle Foundation Hospital,431,Urbana,IL
Carle Hoopeston Regional Health Center,22,Hoopeston,IL
Carlinville Area Hospital,25,Carlinville,IL
CGH Medical Center,88,Sterling,IL
Chicago Behavioral Hospital,145,Des Plaines,IL
Chicago Read Mental Health Center,24,Chicago,IL
Choate Mental Health & Development Center,113,Anna,IL
Clay County Hospital,20,Flora,IL
Community First Medical Center,279,Chicago,IL
Community Hospital of Staunton,25,Staunton,IL
Crawford Memorial Hospital,60,Robinson,IL
Crossroads Community Hospital,47,Mount Vernon,IL
Decatur Memorial Hospital,246,Decatur,IL
Edward Hines Jr. VA Hospital,0,Hines,IL
Edward Hospital,294,Naperville,IL
Elgin Mental Health Center,383,Elgin,IL
Elmhurst Hospital ,258,Elmhurst,IL
Evanston Hospital,750,Evanston,IL
Fairfield Memorial Hospital,55,Fairfield,IL
Fayette County Hospital and Long Term Care,110,Vandalia,IL
Ferrell Hospital,25,Eldorado,IL
FHN Memorial Hospital,100,Freeport,IL
Franciscan Health Olympia Fields Campus,206,Olympia Fields,IL
Franklin Hospital,25,Benton,IL
Galesburg Cottage Hospital,112,Galesburg,IL
Garfield Park Behavioral Hospital,0,Chicago,IL
Gateway Regional Medical Center,305,Granite City,IL
Genesis Medical Center Silvis,145,Silvis,IL
Genesis Medical Center Aledo,22,Aledo,IL
Gibson Area Hospital & Health Services,30,Gibson City,IL
Glenbrook Hospital,0,Glenview,IL
Graham Hospital,81,Canton,IL
Hamilton Memorial Hospital District,25,McLeansboro,IL
Hammond-Henry Hospital,62,Geneseo,IL
Hardin County General Hospital,25,Rosiclare,IL
Harrisburg Medical Center,70,Harrisburg,IL
Hartgrove Behavioral Health System,160,Chicago,IL
Heartland Regional Medical Center,94,Marion,IL
Herrin Hospital,114,Herrin,IL
Highland Park Hospital,0,Highland Park,IL
Hillsboro Area Hospital,25,Hillsboro,IL
Holy Cross Hospital,221,Chicago,IL
Hopedale Medical Complex,84,Hopedale,IL
HSHS Good Shepherd Hospital,30,Shelbyville,IL
HSHS Holy Family Hospital,38,Greenville,IL
HSHS Saint Anthony's Memorial Hospital,133,Effingham,IL
HSHS Saint Elizabeth's Hospital,144,O'Fallon,IL
HSHS Saint Francis Hospital,25,Litchfield,IL
HSHS Saint John's Hospital,397,Springfield,IL
HSHS Saint Joseph's Hospital Breese,46,Breese,IL
HSHS Saint Joseph's Hospital Highland,25,Highland,IL
HSHS Saint Mary's Hospital,207,Decatur,IL
HSHS St. John's Children's Hospital,0,Springfield,IL
Humbolt Park Health,185,Chicago,IL
Illini Community Hospital,35,Pittsfield,IL
Iroquois Memorial Hospital,60,Watseka,IL
Jackson Park Hospital,183,Chicago,IL
Javon Bea Hospital - Rockton,292,Rockford,IL
Javon Bea Hospital-Riverside,0,Rockford,IL
Jersey Community Hospital,46,Jerseyville,IL
Jesse Brown VA Medical Center,0,Chicago,IL
John H. Stroger Jr. Hospital of Cook County,448,Chicago,IL
Katherine Shaw Bethea Hospital,80,Dixon,IL
Kindred - Chicago - Lakeshore,0,Chicago,IL
Kindred Hospital - Chicago (North Campus),0,Chicago,IL
Kindred Hospital - Chicago (Northlake Campus),245,Northlake,IL
Kindred Hospital - Chicago - Central Hospital,187,Chicago,IL
Kindred Hospital - Sycamore,69,Sycamore,IL
Kindred Hospital Peoria,50,Peoria,IL
Kirby Medical Center,16,Monticello,IL
La Rabida Children's Hospital,49,Chicago,IL
Lake Behavioral Hospital ,46,Waukegan,IL
Lawrence County Memorial Hospital,25,Lawrenceville,IL
Lincoln Prairie Behavioral Health Center,0,Springfield,IL
Linden Oaks Behavioral Health ,108,Naperville,IL
Loretto Hospital,122,Chicago,IL
Loyola Gottlieb Memorial Hospital,191,Melrose Park,IL
Loyola University Medical Center,515,Maywood,IL
MacNeal Hospital,318,Berwyn,IL
Madden Mental Health Center,28,Hines,IL
Marianjoy Rehabilitation Hospital,127,Wheaton,IL
Marion VA Medical Center,0,Marion,IL
Marshall Browning Hospital,25,DuQuoin,IL
Mason District Hospital,25,Havana,IL
Massac Memorial Hospital,25,Metropolis,IL
McDonough District Hospital,57,Macomb,IL
McFarland Mental Health Center,142,Springfield,IL
Memorial Hospital,25,Chester,IL
Memorial Hospital Belleville,294,Belleville,IL
Memorial Hospital East,94,Shiloh,IL
Memorial Hospital of Carbondale,167,Carbondale,IL
Memorial Medical Center,456,Springfield,IL
Mercy Hospital & Medical Center,258,Chicago,IL
Methodist Hospital of Chicago,145,Chicago,IL
Midwest Medical Center,30,Galena,IL
Morris Hospital,89,Morris,IL
Morrison Community Hospital,25,Morrison,IL
Mount Sinai Hospital,264,Chicago,IL
Northwest Community Hospital,509,Arlington Heights,IL
Northwestern Medicine Central DuPage Hospital,395,Winfield,IL
Northwestern Medicine Delnor Hospital,144,Geneva,IL
Northwestern Medicine Huntley Hospital,0,Huntley,IL
Northwestern Medicine Lake Forest Hospital,114,Lake Forest,IL
Northwestern Medicine McHenry Hospital,318,McHenry,IL
Northwestern Medicine Prentice Women's Hospital,0,Chicago,IL
Northwestern Medicine Valley West Hospital,25,Sandwich,IL
Northwestern Medicine Woodstock Hospital,32,Woodstock,IL
Northwestern Memorial Hospital,908,Chicago,IL
OSF Children's Hospital of Illinois,0,Peoria,IL
OSF Heart of Mary Medical Center,204,Urbana,IL
OSF Holy Family Medical Center,23,Monmouth,IL
OSF Little Company of Mary Medical Center,244,Evergreen Park,IL
OSF Sacred Heart Medical Center,174,Danville,IL
OSF Saint Anthony Medical Center,241,Rockford,IL
OSF Saint Anthony's Health Center,49,Alton,IL
OSF Saint Elizabeth Medical Center,97,Ottawa,IL
OSF Saint Francis Medical Center,655,Peoria,IL
OSF Saint James-John W. Albrecht Medical Center,42,Pontiac,IL
OSF Saint Joseph Medical Center,149,Bloomington,IL
OSF Saint Luke Medical Center,25,Kewanee,IL
OSF Saint Mary Medical Center,81,Galesburg,IL
OSF Saint Paul Medical Center,25,Mendota,IL
Palos Hospital,413,Palos Heights,IL
Pana Community Hospital,22,Pana,IL
Paris Community Hospital,25,Paris,IL
Passavant Area Hospital,121,Jacksonville,IL
Perry Memorial Hospital,25,Princeton,IL
Pinckneyville Community Hospital,17,Pinckneyville,IL
Provident Hospital of Cook County,25,Chicago,IL
Red Bud Regional Hospital,25,Red Bud,IL
Riveredge Hospital,210,Forest Park,IL
Riverside Medical Center ,300,Kankakee,IL
RML Specialty Hospital Chicago,61,Chicago,IL
RML Specialty Hospital Hinsdale,184,Hinsdale,IL
Rochelle Community Hospital,17,Rochelle,IL
Roseland Community Hospital,134,Chicago,IL
Rush Oak Park Hospital,201,Oak Park,IL
Rush University Children's Hospital,0,Chicago,IL
Rush University Medical Center,697,Chicago,IL
Rush-Copley Medical Center,210,Aurora,IL
Saint Anthony Hospital,151,Chicago,IL
Saint Bernard Hospital and Health Care Center,196,Chicago,IL
Saint Margaret's Health-Spring Valley,44,Spring Valley,IL
Salem Township Hospital,25,Salem,IL
Sarah Bush Lincoln Health Center,103,Mattoon,IL
Sarah D. Culbertson Memorial Hospital,22,Rushville,IL
Schwab Rehabilitation Hospital,93,Chicago,IL
Shirley Ryan AbilityLab,225,Chicago,IL
Shriners Hospitals for Children - Chicago,0,Chicago,IL
SIH Saint Joseph Memorial Hospital,25,Murphysboro,IL
Silver Cross Hospital,284,New Lenox,IL
Silver Oaks Behavioral Hospital,100,New Lenox,IL
Sinai Children's Hospital,0,Chicago,IL
Skokie Hospital,156,Skokie,IL
